ingredient	quantity
Rana pescatrice	500 g
Farina 00	q.b.
Tuorli	1
Birra doppio malto	150 g
Farina di riso	200 g
Sale fino	q.b.
Pepe nero	q.b.
Paprika affumicata	1 cucchiaino
Lievito istantaneo per preparazioni salate	5 g
Patate dolci (o americane)	200 g
Olio di semi	q.b.
Cicorino verde	100 g
Olio extravergine d'oliva	40 g
Succo di limone	½
Sale fino	q.b.
