ingredient	quantity
Farina Manitoba	135 g
Acqua tiepida	75 g
Lievito di birra secco	3 g
Malto	1 cucchiaino
Birra chiara	150 g
Farina Manitoba	400 g
Burro morbido	120 g
Parmigiano Reggiano DOP da grattugiare	75 g
Tuorli	3
Sale fino	5 g
Pomodori secchi	100 g
Salame	150 g
Feta	100 g
Olive verdi denocciolate	50 g
Olive nere denocciolate	50 g
Olio extravergine d'oliva	q.b.
