ingredient	quantity
Farina 00	150 g
Farina di grano saraceno	100 g
Birra chiara ben fredda	250 g
Acqua gassata ben fredda	70 g
Grappa secca scura	20 g
Sale fino	15 g
Pepe nero	q.b.
Valtellina Casera non stagionato	200 g
Olio di semi di arachide	1 l
Cicorino	70 g
Olio extravergine d'oliva	4 cucchiai
Aceto Grumello	2 cucchiai
Sale fino	q.b.
Pepe nero	q.b.
