ingredient	quantity
Cioccolato fondente	75 g
Ciliegie da denocciolare	600 g
Farina 00	135 g
Burro a temperatura ambiente	135 g
Zucchero	125 g
Zucchero di canna	50 g
Farina di mandorle	35 g
Uova medie	3
Panna fresca liquida	115 ml
Cacao amaro in polvere	30 g
Lievito in polvere per dolci	10 g
Mandorle pelate	60 g
Cacao amaro in polvere	25 g
Farina di mandorle	75 g
Farina 00	50 g
Zucchero di canna	75 g
Sale fino	1 pizzico
Burro freddo di frigo	75 g
