ingredient	quantity
Pollo intero o già in pezzi	1,5 kg
Cipolle bianche (circa 5)	1,2 kg
Aglio grandi	2 spicchi
Succo di limone (circa 40 g)	1
Olio extravergine d'oliva	80 g
Senape di Digione	50 g
Peperoncino dolce	1 cucchiaino
Brodo di pollo	1 l
Sale fino	q.b.
Pepe nero	q.b.
Riso Basmati	300 g
Acqua	800 g
Cannella in stecche	1
Chiodi di garofano	3
Cumino seme	qualche
Olio extravergine d'oliva	30 g
