ingredient	quantity
Burro morbido	125 g
Uova medie	3
Zucchero	120 g
Cioccolato fondente	180 g
Gherigli di noci	100 g
Amido di mais (maizena)	40 g
Farina 00	60 g
Lievito in polvere per dolci	16 g
Cointreau	15 g
Scorza d'arancia	1
Cioccolato fondente	250 g
Panna fresca liquida	125 g
Gherigli di noci	30 g
