ingredient	quantity
Riso a chicco lungo (tipo Basmati)	500 g
Gamberi	600 g
Polpa di pomodoro	450 g
Chorizo	100 g
Peperoni verdi	300 g
Cipolle	150 g
Sedano	100 g
Olio extravergine d'oliva	40 g
Cajun mix di spezie	2 cucchiai
Prezzemolo	q.b.
Pepe nero	q.b.
Fusi di pollo	1,35 kg
Acqua	3 l
Carote	100 g
Cipolle	100 g
Sedano	50 g
Sale grosso	2 cucchiai
Pepe giamaicano in grani	2 cucchiai
