ingredient	quantity
Manzo macinato	100 g
Pecorino da grattugiare	20 g
Manzo (1 grande fetta di  codone, noce o girello)	600 g
Pangrattato	30 g
Uova sode	3
Lardo	30 g
Caciocavallo	40 g
Olio extravergine d'oliva	q.b.
Mortadella	50 g
Cipolle	1
Carote	1
Sedano	1 costa
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Vino rosso	50 ml
Passata di pomodoro	500 g
Triplo concentrato di pomodoro	1 cucchiaio
