ingredient	quantity
Pasta Sfoglia	1 rotolo
Pesce spada	150 g
Gamberetti	150 g
Uova medie	4
Ricotta di pecora	400 g
Pomodori secchi sott'olio	50 g
Pistacchi	40 g
Pangrattato	50 g
Sale fino	q.b.
Lime scorza non trattata + 50 g di succo	1
Erba cipollina tritata finemente	1 cucchiaio
Olio extravergine d'oliva	30 g
Sale fino	q.b.
Pepe bianco	q.b.
