ingredient	quantity
Aglio	1 spicchio
Prezzemolo tritato	1 ciuffo
Sale	q.b.
Pepe macinatoa	piacere
Ostriche	5
Limoni la scorzadi	1/2
Capperi di Pantelleria sotto sale	10 gr
Acciughe (alici) sottosale	4
Timo	1 rametto
Maggiorana	1 rametto
Brodo vegetale	100 ml
Olio di oliva	q.b.
Pane raffermo mollica	130 gr
Grana Padano DOP (da grattugiare)	20 g
