ingredient	quantity
Riso Carnaroli	320
Carote	100 g
Peperoni gialli già puliti	50 g
Peperoni rossi già puliti	50 g
Melanzane	100 g
Zucchine	100 g
Pisellini	50 g
Pomodori di Pachino	150 g
Sedano	1 costa
Cipolle dorate media	1
Burro	20 g
Olio extravergine d'oliva	6 cucchiai
Brodo vegetale	1 l
Prezzemolo tritato	2 cucchiai
Parmigiano Reggiano DOP	4 cucchiai
Vino bianco	40 ml
Sale fino	q.b.
Pepe nero	q.b.
