ingredient	quantity
Farina 0	500 g
Acqua	300 ml
Olio extravergine d'oliva	3 cucchiai
Sale fino	10 g
Zucchero	1 cucchiaino
Lievito di birra secco	4 g
Pomodorini ciliegino	1 kg
Provola	200 g
Olive nere denocciolate	100 g
Acciughe sott'olio	100 g
Basilico circa	6 foglie
Origano	1 cucchiaio
Aglio	1 spicchio
Olio extravergine d'oliva	q.b.
Uova	1
Latte intero	2 cucchiai
