ingredient	quantity
Burro a temperatura ambiente	120 g
Farina 00	120 g
Zucchero	120 g
Uova ( circa 3 medie)	165 g
Essenza di vaniglia	1 cucchiaino
Lievito in polvere per dolci	2 g
Sale fino	1 pizzico
Zucchero a velo	300 g
Burro a temperatura ambiente	150 g
Essenza di vaniglia	1 cucchiaino
Latte intero	1 cucchiaio
