ingredient	quantity
Burro ammorbidito	200 g
Farina 00	200 g
Zucchero	150 g
Cioccolato fondente	100 g
Latte condensato	100 g
Cacao amaro in polvere	50 g
Latte intero	50 g
Uova	4
Lievito in polvere per dolci	8 g
Sale fino	1 pizzico
Lamponi	250 g
Panna fresca liquida	250 g
Latte condensato	60 g
Zucchero	50 g
Gelatina in fogli	8 g
Cioccolato fondente	250 g
Panna fresca liquida	250 g
Burro	30 g
Lamponi	16
Zucchero a velo	150 g
Albumi	1
