ingredient	quantity
Burro	100 g
Farina 00	200 g
Acqua ghiacciata	70 ml
Pomodorini ciliegino	450 g
Feta	50 g
Pane raffermo mollica	30 g
Timo	4 rametti
Olio extravergine d'oliva	4 cucchiai
Aceto balsamico	3 cucchiai
Zucchero grezzo di canna	2 cucchiai
Origano secco	1 cucchiaio
Aglio	1 spicchio
Pepe nero	q.b.
Sale fino	q.b.
