ingredient	quantity
Burro freddo di frigo	125 g
Farina 00	250 g
Zucchero	100 g
Uova (1 medio, freddo di frigo )	55 g
Latte intero	250 g
Zucchero	70 g
Tuorli (di 2 uova medie)	30 g
Amido di mais (maizena)	23 g
Farina di mandorle	20 g
Farina 00	90 g
Uova (2 medie a temperatura ambiente)	100 g
Burro a temperatura ambiente	80 g
Zucchero	33 g
Cannella in polvere	1 pizzico
Mele Fuji	2
Zucchero	1 cucchiaio
Zucchero a velo	q.b.
Zucchero	q.b.
