ingredient	quantity
Farina 00	150 g
Burro (morbido, a pomata)	145 g
Uova (circa 4 a temperatura ambiente)	230 g
Cioccolato bianco	85 g
Zucchero	130 g
Miele di acacia	20 g
Succo di limone	15 g
Scorza di limone	10 g
Lievito in polvere per dolci	6 g
Sale fino	2 g
Confettura di albicocche	70 g
Zucchero	100 g
Acqua	50 g
Succo di limone	50 g
Scorza di limone	1
Zucchero a velo	100 g
Acqua	25 g
