ingredient	quantity
Farina 00	280 g
Uova (1 medio)	53 g
Cacao amaro in polvere	30 g
Bicarbonato	q.b.
Sale fino	1 pizzico
Zucchero di canna	180 g
Latte di riso	130 g
Olio di semi di girasole	40 g
Formaggio fresco spalmabile (mascarpone preferibilmente)	250 g
Nutella®	180 g
Decorazione alimentare natalizie	q.b.
Zucchero a velo	100 g
Acqua	q.b.
