ingredient	quantity
Uova medie a temperatura ambiente	4
Zucchero	80 g
Miele	10 g
Farina 00	40 g
Cacao amaro in polvere	15 g
Baccello di vaniglia	1
Cioccolato bianco	275 g
Panna fresca liquida	200 g
Latte intero	200 g
Gelatina in fogli	4 g
Tuorli	80 g
Zucchero integrale di canna	45 g
Cacao amaro in polvere	q.b.
Cioccolato bianco tritato	q.b.
