ingredient	quantity
Uova (circa 2 medie)	120 g
Acqua	62 g
Latte intero	62 g
Burro	55 g
Farina 00	77 g
Sale fino	3 g
Zucchero	7 g
Zucchine	250 g
Melanzane	300 g
Pomodorini datterini	350 g
Ricotta di bufala	500 g
Parmigiano Reggiano DOP in scaglie	50 g
Basilico	15 foglie
Olio extravergine d'oliva	1 filo
Sale fino	q.b.
Pepe nero	q.b.
Farina 00	q.b.
Olio di semi di arachide	q.b.
