ingredient	quantity
Farina 00	130 g
Amido di mais (maizena)	50 g
Zucchero	150 g
Uova (circa 2 medio-piccole)	100 g
Latte intero	65 g
Olio di semi di mais	35 g
Scorza di limone	1
Succo di limone (di circa 2 limoni grandi)	80 g
Lievito in polvere per dolci	8 g
Succo di limone	6 cucchiaini
Zucchero a velo	70 g
Limoni	1
Menta	9 foglie
