ingredient	quantity
Farina 00	450 g
Burro (freddo di frigo)	200 g
Uova (2 medie)	128 g
Zucchero	160 g
Sale fino	1 pizzico
Lievito in polvere per dolci	5 g
Latte intero	750 ml
Tuorli (circa 4)	72 g
Zucchero	270 g
Amido di mais (maizena)	100 g
Pasta di pistacchi	100 g
Granella di pistacchi	20 g
Latte intero	q.b.
Zucchero a velo	q.b.
