ingredient	quantity
Farina 0 per sfoglia	300 g
Uova (circa 3 medie)	195 g
Lonza di maiale (unico pezzo)	100 g
Mortadella (unico pezzo)	100 g
Prosciutto crudo (unico pezzo)	100 g
Parmigiano Reggiano DOP	150 g
Uova	1
Sale fino	q.b.
Noce moscata	q.b.
Cipolle bianche	1
Chiodi di garofano	q.b.
Carote	1
Sedano (gambi)	2
Acqua fredda	4 l
Gallina (vecchia)	½
Biancostato di manzo (adulto)	1,5 kg
Sale	q.b.
