ingredient	quantity
Farina 00	500 g
Burro freddo	270 g
Tuorli	4
Zucchero a velo	200 g
Scorza di limone	1
Sale fino	1 pizzico
Pere abate molto sode	4
Amaretti	250 g
Cacao amaro in polvere	30 g
Zucchero	130 g
Cannella in polvere	1 cucchiaio
Amaretto (liquore) 1bicchierino	(facoltativo)
Burro	15 g
Amido di mais (maizena)	60 g
Scorza d'arancia	1
Marmellata di arance	40 g
Burro	q.b.
