ingredient	quantity
Pomodori ramati	3
Zucchine	300 g
Carote	250 g
Fagiolini	450 g
Patate	430 g
Lattuga	250 g
Fagioli borlotti precotti	480 g
Spinaci	130 g
Porri	1
Sale fino	q.b.
Prezzemolo da tritare	1 ciuffo
Acqua	1 l
Carote	1
Cipolle	1
Sale fino	q.b.
Olio extravergine d'oliva	q.b.
Cipollotto fresco	35 g
