ingredient	quantity
Patate	275 g
Farina 00	250 g
Pancetta affumicata a cubetti	100 g
Latte intero	190 ml
Uova medie	3
Grana Padano DOP da grattugiare	60 g
Lievito istantaneo per preparazioni salate	8 g
Timo circa	3 rametti
Olio extravergine d'oliva	2 cucchiaini
Sale fino	q.b.
Noce moscata	q.b.
Pepe nero	q.b.
