ingredient	quantity
Uova a pasta gialla (circa 1 piccolo a temperatura ambiente)	47 g
Zucchero	100 g
Farina 00	240 g
Lievito in polvere per dolci (circa 1 cucchiaino)	3 g
Burro a temperatura ambiente	90 g
Latte intero a temperatura ambiente	35 g
Scorza di limone	1
Mostarda bolognese	135 g
Latte intero	q.b.
Zucchero	q.b.
Alchermes (facoltativo)	q.b.
