ingredient	quantity
Farina 00	150 g
Acqua	250 g
Uova (circa 3 medie)	180 g
Burro (freddo o a temperatura ambiente)	45 g
Farina di nocciole	80 g
Zucchero	80 g
Burro	60 g
Latte intero	175 g
Panna fresca liquida	75 g
Tuorli (di circa 3 uova medie)	75 g
Zucchero	60 g
Amido di mais (maizena)	15 g
Farina 00	5 g
Nutella®	180 g
Ciliegie candite	12
Zucchero a velo	q.b.
