ingredient	quantity
Cioccolato bianco	500 g
Latte intero	500 g
Tuorli	4
Farina 00	30 g
Zucchero	100 g
Cardamomo	8 bacche
Scorza d'arancia non trattata	1
Cacao amaro in polvere crudo biologico	20 g
Uova biologiche	1
Acqua	130 g
Vino bianco frizzante	70 g
Farina 00	480 g
Olio di semi di arachide	q.b.
Zucchero	q.b.
