ingredient	quantity
Farina di mandorle	360 g
Zucchero	150 g
Zucchero di canna	200 g
Sale fino	1 pizzico
Burro a temperatura ambiente	120 g
Uova (circa 2)	110 g
Yogurt greco	250 g
Noce moscata grattugiata	2 g
Acqua di rose	3 g
Granella di pistacchi	25 g
Burro morbido per imburrare	5 g
Farina di riso per infarinare	10 g
Rose non trattate, petali e boccioli	q.b.
Zucchero a velo	q.b.
