ingredient	quantity
Zucchine	450 g
Uova (circa 2)	100 g
Ricotta vaccina	80 g
Pecorino grattugiato	20 g
Aglio	1 spicchio
Olio extravergine d'oliva	20 g
Sale fino	q.b.
Pepe nero	q.b.
Timo	4 rametti
Latte intero	125 g
Burro	12 g
Panna fresca liquida	9 g
Tuorli	1
Farina 00	20 g
Asiago stagionato grattugiato	15 g
Sale fino	q.b.
