ingredient	quantity
Farina 00	200 g
Uova	2
Carote	1
Cipolle bianche	½
Sedano	1 costa
Burro	40 g
Salsiccia	300 g
Vino rosso	60 g
Brodo di carne	125 g
Concentrato di pomodoro	10 g
Passata di pomodoro	250 g
Sale fino	q.b.
Pepe nero	q.b.
Burro	25 g
Latte intero	300 g
Farina 00	25 g
Noce moscata	1 pizzico
Sale fino	q.b.
Grana Padano DOP da grattugiare	50 g
