ingredient	quantity
Cacao amaro in polvere	25 g
Burro a temperatura ambiente	125 g
Farina 00	175 g
Tuorli	20 g
Cannella in polvere	1 cucchiaino
Zucchero a velo	65 g
Albumi	35 g
Zucchero a velo	205 g
Succo di limone	1 cucchiaino
Decorazione alimentare brillantini di zucchero	q.b.
Decorazione alimentare perline di zucchero	q.b.
