ingredient	quantity
Farina di farro	170 g
Yogurt greco a temperatura ambiente	250 g
Mele Granny Smith	2
Zucchero	180 g
Burro a temperatura ambiente	100 g
Uova medie, a temperatura ambiente	2
Lievito in polvere per dolci	10 g
Fecola di patate	50 g
Baccello di vaniglia	1
Sale fino	1 pizzico
Burro	q.b.
Farina 00	q.b.
Zucchero	q.b.
Zucchero a velo	40 g
