ingredient	quantity
Burro	50 g
Olio extravergine d'oliva	q.b.
Pepe nero in grani	q.b.
Salvia	1 rametto
Rosmarino	1 rametto
Sale fino	q.b.
Filetto di maiale ( 4 filetti)	360 g
Vino rosso	250 g
Scorza di limone	1
Rosmarino	1 rametto
Scalogno	1
Burro	25 g
Mele Golden	250 g
Vino bianco secco	50 g
Burro	25 g
