ingredient	quantity
Zucchero extrafine	250 g
Albumi	180 g
Aceto di mele	1 cucchiaio
Amido di mais (maizena)	15 g
Estratto di vaniglia	1 cucchiaino
Cremor tartaro	2 g
Sale fino	1 pizzico
Yogurt greco	500 g
Lamponi	125 g
Zucchero	100 g
Gelatina in fogli	12 g
Scorza di limone (non trattata)	1
Lamponi	150 g
Cioccolato bianco	50 g
Cioccolato fondente	100 g
