ingredient	quantity
Farina Manitoba	600 g
Acqua a temperatura ambiente	440 g
Olio extravergine d'oliva	50 g
Lievito di birra fresco	25 g
Malto	1 cucchiaino
Sale fino	15 g
Fiori di zucca	100 g
Burrata	250 g
Acciughe (alici)	20 g
Olio extravergine d'oliva	10 g
Scorza di limone	1
Origano fresco	q.b.
Olio extravergine d'oliva	10 g
