ingredient	quantity
Lattuga romana	5 foglie
Manzo carpaccio	200 g
Scorza di limone	1
Sale fino	q.b.
Pepe nero	q.b.
Olio extravergine d'oliva	q.b.
Senape (facoltativa)	1 cucchiaio
Lattuga romana	16 foglie
Pisellini da sgranare	150 g
Carote	1
Patate	1
Uova	1
Erba cipollina	16 fili
Latte di soia	50 ml
Olio di semi di girasole	100 ml
Aceto	1 cucchiaio
Sale fino	1 pizzico
