ingredient	quantity
Lasagne Sottili all'uovo	250 g
Zucchine	200 g
Carote	200 g
Pomodorini ciliegino	200 g
Radicchio	200 g
Spinacini	100 g
Aglio	1 spicchio
Parmigiano Reggiano DOP da grattugiare	q.b.
Prezzemolo da tritare	1 cucchiaio
Latte intero	500 ml
Taleggio	350 g
Farina 00	30 g
Burro	30 g
Sale fino	q.b.
