ingredient	quantity
Farina 00	310 g
Burro (freddo)	160 g
Uova (circa 1 medio)	52 g
Acqua (freddissima)	90 g
Zucchero	15 g
Sale fino	4 g
Zucca (già pulita)	500 g
Latte condensato	200 g
Uova (circa 2 medie)	110 g
Zucchero di canna	75 g
Zucchero	75 g
Noce moscata	q.b.
Cannella in polvere	q.b.
Panna fresca liquida	100 g
