ingredient	quantity
Acqua	300 ml
Farina 00	500 g
Olio extravergine d'oliva	20 g
Sale fino	10 g
Lievito di birra secco	4 g
Malto	1 cucchiaino
Passata di pomodoro	300 ml
Mozzarella	300 g
Olive nere denocciolate	60 g
Salame piccante sottili	40 fette
Acciughe sott'olio	8
Capperi sott'olio	1 cucchiaino
Origano secco	1 cucchiaino
Basilico	q.b.
Olio extravergine d'oliva	q.b.
Sale fino	1 pizzico
