ingredient	quantity
Farina 00	50 g
Semola di grano duro rimacinata	50 g
Acqua (tiepida)	60 g
Lievito di birra secco	2 g
Malto	10 g
Patate	250 g
Farina 00	350 g
Semola di grano duro rimacinata	300 g
Olio extravergine d'oliva	50 g
Acqua (tiepida)	400 g
Sale fino	20 g
Olive nere Celline	200 g
Semola di grano duro rimacinata	q.b.
Mozzarella	150 g
Pomodori secchi sott'olio	60 g
