ingredient	quantity
Cacao amaro in polvere	10 g
Latte intero	220 g
Farina 00	280 g
Zucchero di canna	100 g
Uova (circa 2 medie)	120 g
Burro	90 g
Cannella in polvere cucchiaino	½
Zenzero in polvere cucchiaino	½
Anice in polvere un	pizzico
Lievito in polvere per dolci	10 g
Zucchero a velo	190 g
Acqua	30 g
Succo di limone	q.b.
