ingredient	quantity
Uova (3 medie)	165 g
Farina 00	180 g
Olio di semi	100 g
Latte intero	100 g
Lievito istantaneo per preparazioni salate	16 g
Grana Padano DOP da grattugiare	50 g
Sale fino	5 g
Pepe nero	q.b.
Zucchine	130 g
Carote	110 g
Pisellini	100 g
Scamorza (provola) dolce	100 g
Olive taggiasche (denocciolate)	50 g
Peperoni misti	200 g
