ingredient	quantity
Uova (circa 6 medie)	350 g
Farina 00	290 g
Zucchero extrafine	250 g
Acqua	200 ml
Olio di semi di girasole	120 g
Latte condensato	100 g
Pasta di pistacchi	70 g
Lievito in polvere per dolci	1 bustina
Cremor tartaro	8 g
Sale fino	1 pizzico
Fragole	300 g
Panna fresca liquida	100 g
Latte condensato	80 g
