ingredient	quantity
Pasta Sfoglia (rettangolare)	230 g
Savoiardi	3
Latte intero	250 g
Zucchero	30 g
Amido di mais (maizena)	15 g
Uova (crica 1 medio)	55 g
Tuorli (circa 1 medio)	15 g
Scorza di limone non trattato	1
Sale fino	1 pizzico
Fragole	250 g
Zucchero	25 g
Scorza di limone da grattugiare	½
Tuorli	1
Latte intero	1 cucchiaio
Zucchero a velo	q.b.
