ingredient	quantity
Cozze già pulite	1 kg
Vongole spurgate	1 kg
Cous cous	200 g
Zafferano	1 bustina
Sale fino	q.b.
Olio extravergine d'oliva	q.b.
Aglio	2 spicchi
Peperoncino fresco	1
Pomodorini datterini	300 g
Uva sultanina	40 g
Scorza di limone	1
Pistacchi tostati e non salati	70 g
Olio extravergine d'oliva	70 g
Sale fino	q.b.
Pepe nero	q.b.
Basilico	q.b.
