ingredient	quantity
Riso integrale	240 g
Quartirolo Lombardo	150 g
Ceci precotti	240 g
Semi di zucca	q.b.
Semi di lino	q.b.
Semi di girasole	q.b.
Spinacini	50 g
Mandorle pelate	50 g
Grana Padano DOP da grattugiare	50 g
Acqua fredda	60 g
Olio extravergine d'oliva	50 g
Sale fino	q.b.
Pepe nero	q.b.
Pomodorini ciliegino	600 g
Scorza di limone	1
Zucchero a velo	20 g
Olio extravergine d'oliva	20 g
Sale fino	q.b.
Origano	q.b.
