ingredient	quantity
Farina 00	200 g
Lievito di birra fresco	10 g
Zucchero	150 g
Arancia candita	50 g
Cedro candito	50 g
Pinoli	50 g
Noci	50 g
Mandorle	100 g
Nocciole	100 g
Uva sultanina	150 g
Cannella in polvere	1 cucchiaino
Olio extravergine d'oliva	50 g
Albumi	2
Acqua	300 g
Zafferano (2 bustine)	0,25 g
Acqua	40 g
Olio extravergine d'oliva	1 cucchiaio
Farina 00	1 cucchiaio
