epoch,train_loss,train_f1_micro,train_exact_match,train_f1s_squad_evaluate,train_exact_matches_squad_evaluate,train_f1s_squad_datasets,train_exact_matches_squad_datasets,val_loss,val_f1_micro,val_exact_match,val_f1s_squad_evaluate,val_exact_matches_squad_evaluate,val_f1s_squad_datasets,val_exact_matches_squad_datasets,test_loss,test_f1_micro,test_exact_match,test_f1s_squad_evaluate,test_exact_matches_squad_evaluate,test_f1s_squad_datasets,test_exact_matches_squad_datasets
0,0.43875456028074794,0.8683911483253588,0.8683911483253588,85.54908375534923,83.01435406698565,75.36965791802866,83.01435406698565,1.181443025027552,0.8131313131313131,0.8131313131313131,81.54304954304958,80.0,72.35113035113041,80.0,,,,,,,
