epoch,train_loss,train_f1_micro,train_exact_match,train_f1s_squad_evaluate,train_exact_matches_squad_evaluate,train_f1s_squad_datasets,train_exact_matches_squad_datasets,val_loss,val_f1_micro,val_exact_match,val_f1s_squad_evaluate,val_exact_matches_squad_evaluate,val_f1s_squad_datasets,val_exact_matches_squad_datasets,test_loss,test_f1_micro,test_exact_match,test_f1s_squad_evaluate,test_exact_matches_squad_evaluate,test_f1s_squad_datasets,test_exact_matches_squad_datasets
0,0.5094123167728375,0.8445873205741626,0.8445873205741626,83.08921619153968,80.69976076555024,73.09519705278375,80.69976076555024,1.140962601669373,0.8103535353535354,0.8103535353535354,81.27360910694247,79.5959595959596,72.38472021805359,79.5959595959596,,,,,,,
1,0.05970380520931112,0.9823265550239234,0.9823265550239234,98.04076479076468,97.61961722488039,87.45464038885082,97.61961722488039,1.2792952070313115,0.8154040404040404,0.8154040404040404,81.98148148148151,80.65656565656566,72.73905723905726,80.65656565656566,,,,,,,
2,0.029912362661925866,0.99061004784689,0.99061004784689,98.96582365003412,98.72009569377991,88.33783321941212,98.72009569377991,1.5993452384587257,0.8133838383838384,0.8133838383838384,81.42255892255895,80.55555555555556,72.18013468013469,80.55555555555556,,,,,,,
3,0.021170839010786806,0.9934509569377991,0.9934509569377991,99.23547979797979,99.05502392344498,88.60748936735776,99.05502392344498,1.6818709575360822,0.8106060606060606,0.8106060606060606,81.21548821548826,79.79797979797979,72.02356902356905,79.79797979797979,,,,,,,
