epoch	train_loss	train_f1	train_exact	dev_loss	dev_f1	dev_exact	test_loss	test_f1	test_exact
1	0.42236310199043764	84.7455132779765	82.79158699808795	1.2187571374158706	80.10752688172042	75.80645161290323	0	0	0
2	0.05067345638911687	91.71947429354526	90.43977055449331	1.5405793028973764	79.43548387096774	75.80645161290323	0	0	0
3	0.03190032526183816	94.07599539688657	93.18036966220522	1.5811258107423782	78.85304659498208	75.80645161290323	0	0	0
4	0.024900621127107503	95.27018966429974	94.59847036328871	1.641812258670407	78.56182795698925	75.80645161290323	0	0	0
