epoch,train_loss,train_f1_micro,train_exact_match,train_f1s_squad_evaluate,train_exact_matches_squad_evaluate,train_f1s_squad_datasets,train_exact_matches_squad_datasets,val_loss,val_f1_micro,val_exact_match,val_f1s_squad_evaluate,val_exact_matches_squad_evaluate,val_f1s_squad_datasets,val_exact_matches_squad_datasets,test_loss,test_f1_micro,test_exact_match,test_f1s_squad_evaluate,test_exact_matches_squad_evaluate,test_f1s_squad_datasets,test_exact_matches_squad_datasets
0,0.5333977045551883,0.8388157894736842,0.8388157894736842,82.70597783989305,80.61004784688996,72.90932712218977,80.61004784688996,1.2388626337051392,0.8032828282828284,0.8032828282828283,80.31000481000483,78.63636363636364,71.57263107263107,78.63636363636364,,,,,,,
