ingredient	quantity
Olio extravergine d'oliva	65 g
Farina 0	200 g
Acqua fredda	45 g
Sale fino	1 pizzico
Barba di frate (agretti) (puliti 130 g) 	190 g
Olio extravergine d'oliva	10 g
Panna fresca liquida	50 g
Uova bio	1
Robiola	200 g
Parmigiano Reggiano DOP grattugiato	50 g
Sale fino	1 pizzico
Pangrattato	10 g
Parmigiano Reggiano DOP	10 g
Olio extravergine d'oliva	q.b.
