ingredient	quantity
Farina 00	200 g
Zucchero	170 g
Burro ammorbidito	170 g
Uova	3
Tuorli	1
Lievito in polvere per dolci	1 bustina
Baccello di vaniglia i semi	1
Sale fino	1 pizzico
Pere	200 g
Frutti di bosco	170 g
Succo di limone	1
Farina 00	75 g
Farina di mandorle	75 g
Zucchero di canna	75 g
Burro freddo	75 g
Scorza di lime non trattato	1
Sale fino abbondanti	2 pizzichi
Burro	q.b.
