ingredient	quantity
Cosciotto d'agnello (da disossare)	1,3 kg
Patate	700 g
Pomodori ramati	400 g
Feta	200 g
Cipolle rosse	1
Rosmarino	3 rametti
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Succo di limone (circa 3)	150 g
Vino bianco secco	120 g
Timo	3 rametti
Bacche di ginepro	4
Pepe nero	q.b.
