ingredient	quantity
Spaghetti	400 g
Orata	800 g
Pomodori di Pachino	500 g
Cipolle	½
Aglio	1 spicchio
Vino bianco secco	50 ml
Prezzemolo da tritare	q.b.
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
Vino bianco secco	100 ml
Cipolle	½
Porri	½
Aglio	1 spicchio
Acqua	q.b.
Olio extravergine d'oliva	q.b.
Prezzemolo da tritare	q.b.
Pepe nero in grani	q.b.
Sale fino	q.b.
