ingredient	quantity
Yogurt bianco naturale (125 ml, a temperatura ambiente)	1 vasetto
Farina 00	2 vasetti
Amido di mais (maizena)	1 vasetto
Latte intero	1 vasetto
Grana Padano DOP (da grattugiare)	1 vasetto
Olio di semi di girasole	1 vasetto
Lievito istantaneo per preparazioni salate (1 bustina)	16 g
Uova medie	3
Sale fino	1 pizzico
Scamorza (provola)	160 g
Salame napoletano	100 g
Olive verdi denocciolate	80 g
Timo	3 rametti
Maggiorana	3 rametti
