ingredient	quantity
Riso Carnaroli	320 g
Caprino	70 g
Brodo vegetale	1 l
Vino bianco secco	40 ml
Scalogno	40 g
Sale fino	q.b.
Olio extravergine d'oliva	q.b.
Zucchine	200 g
Pinoli	20 g
Basilico	20 g
Mandorle in scaglie	10 g
Aglio	½ spicchio
Olio extravergine d'oliva	q.b.
Sale fino	q.b.
Pepe nero	q.b.
