ingredient	quantity
Cioccolato fondente	430 g
Zucchero a velo	45 g
Amido di mais (maizena)	45 g
Cacao amaro in polvere	22 g
Mandorle in scaglie	1 cucchiaino
Cardamomo	1 pizzico
Granella di pistacchi	1 cucchiaino
Peperoncino in polvere	1 pizzico
Granella di nocciole	1 cucchiaino
Cannella in polvere	1 pizzico
Cocco rapè	1 cucchiaino
Zenzero in polvere	1 pizzico
Fior di sale	1 pizzico
Fiori eduli essiccati	q.b.
