ingredient	quantity
Farina 00	250 g
Cacao amaro in polvere	50 g
Zucchero	170 g
Miele	30 g
Bicarbonato	1 cucchiaino
Lievito in polvere per dolci	1 cucchiaino
Baccello di vaniglia	1
Latte intero	250 ml
Uova	1
Sale fino	1 pizzico
Burro	120 g
Panna fresca liquida	250 ml
Albumi	1
Zucchero a velo	150 g
Coloranti alimentari rosso e giallo	q.b.
