ingredient	quantity
Lasagne all'uovo	250 g
Grana Padano DOP (da grattugiare)	60 g
Calamari	200 g
Coda di rospo	300 g
Polpo	800 g
Gamberi	800 g
Aglio	1 spicchio
Vino bianco	35 g
Olio extravergine d'oliva	30 g
Sale fino	q.b.
Acqua	600 g
Aglio	1 spicchio
Vino bianco	30 g
Olio extravergine d'oliva	30 g
Olio extravergine d'oliva	70 g
Farina 00	65 g
Sale fino	q.b.
