ingredient	quantity
Farina Manitoba	250 g
Farina 00	250 g
Latte condensato	100 g
Lievito di birra secco	5 g
Acqua (tiepida)	350 g
Sale fino	q.b.
Burro ( a temperatura ambiente)	50 g
Albumi (per spennellare)	1
Frutta disidratata mista	200 g
Liquore (a piacere)	10 g
Succo d'arancia	2
Albumi	70 g
Zucchero a velo	200 g
Zuccheri glitterati	q.b.
Burro (fuso)	q.b.
