ingredient	quantity
Brodo di carne	1 l
Parmigiano Reggiano DOP	120 g
Pangrattato	120 g
Uova	3
Scorza di limone	½
Noce moscata	q.b.
Sale fino	q.b.
Zucchine	350 g
Parmigiano Reggiano DOP	30 g
Pinoli	30 g
Pomodori secchi sott'olio	20 g
Basilico	10 g
Aglio	1 spicchio
Prezzemolo	1 rametto
Olio extravergine d'oliva	20 g
Sale fino	q.b.
Pepe nero	q.b.
